data,hora,pk,D_TRACAT_ALTIMETRIC,D_TIPUS_VIA,D_SENTITS_VIA,D_CLIMATOLOGIA,D_BOIRA,D_LLUMINOSITAT
29/03/2011,5.52,299.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/06/2019,23.26,174.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
31/08/2022,4.22,18.0,Pla,Carretera,Un sentit,Pluja,No es de el cas,Fosc
23/10/2023,4.15,18.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
26/03/2013,23.56,134.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
18/09/2022,1.49,17.9,Pla,Carretera,Doble sentit,Boira,Boira,Fosc
02/10/2010,21.56,161.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
28/10/2019,0.49,419.5,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
18/11/2013,13.39,350.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
21/11/2021,10.50,221.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
19/04/2020,15.14,33.4,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
23/03/2021,12.29,43.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
23/12/2011,23.21,304.0,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
20/11/2012,1.16,334.3,Rampa,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
31/01/2023,14.29,420.3,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
22/05/2019,19.24,243.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
28/06/2023,18.7,175.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
17/09/2013,6.35,167.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
07/12/2015,7.45,395.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
17/12/2014,23.40,167.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
16/01/2018,7.23,169.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
12/06/2020,5.4,360.9,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
10/08/2021,1.22,206.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/04/2017,16.34,10.2,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
15/06/2015,15.15,160.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
30/01/2018,5.59,431.0,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
03/09/2012,3.31,466.3,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
31/10/2017,1.18,309.2,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
21/05/2020,4.46,376.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
01/06/2020,22.6,362.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/01/2010,5.26,155.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
29/08/2010,0.17,140.0,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
06/11/2019,6.24,141.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
15/08/2011,8.6,292.2,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
21/05/2018,17.26,19.9,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
04/03/2012,10.17,248.0,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
13/11/2011,21.30,11.9,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
16/10/2023,11.39,171.9,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
26/09/2023,4.59,167.8,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
12/07/2013,21.25,179.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/09/2019,2.42,177.4,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
24/12/2022,0.20,173.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
19/11/2015,12.27,244.7,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
25/09/2017,19.53,19.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
16/03/2015,19.46,468.2,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
20/12/2016,6.56,300.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
28/10/2014,2.49,201.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
10/07/2016,0.43,8.1,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
26/07/2012,1.41,445.5,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
20/09/2020,13.50,5.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/02/2020,12.29,306.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
11/01/2021,18.14,366.4,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
03/08/2016,20.55,15.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
15/08/2014,22.38,141.7,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
05/12/2020,3.11,10.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
19/04/2021,17.25,123.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
31/07/2016,14.27,296.6,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
18/04/2020,6.0,166.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/10/2015,12.35,295.3,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
17/05/2017,10.19,384.7,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
27/11/2019,20.3,264.1,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
08/10/2010,14.42,170.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
22/12/2021,22.21,298.4,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
15/06/2020,7.3,239.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
28/09/2016,2.20,91.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/05/2017,2.27,13.9,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
02/04/2015,5.12,42.9,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
20/05/2020,5.32,16.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
07/02/2022,2.56,368.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/02/2016,5.58,389.5,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
18/09/2018,6.15,382.8,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
11/08/2017,19.32,362.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/05/2022,0.58,14.9,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
03/09/2016,4.23,201.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
26/03/2018,18.16,5.6,Pla,Carretera,Doble sentit,Boira,Boira,Clar
15/12/2010,2.51,6.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
27/10/2021,20.27,199.2,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
05/08/2023,3.47,153.7,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
21/01/2016,1.30,178.3,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
22/11/2016,9.59,435.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
23/05/2022,4.57,98.9,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
10/01/2014,15.42,13.0,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
08/04/2017,0.13,127.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/06/2020,6.12,6.2,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
27/10/2019,14.0,280.4,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/01/2010,22.42,56.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
05/09/2023,19.27,294.8,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
17/06/2014,0.28,345.1,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
15/11/2022,12.51,199.9,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
26/05/2012,17.8,291.1,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Clar
09/08/2019,2.54,447.0,Pendent,Carretera,Un sentit,Ennudesit,No es de el cas,Fosc
14/11/2010,8.57,157.9,Rampa,Carretera,Doble sentit,Boira,Boira,Clar
06/03/2014,21.42,465.5,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
23/12/2018,8.46,22.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/12/2018,14.43,1.2,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
23/11/2020,17.1,115.0,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
09/11/2012,7.44,331.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/04/2011,19.46,400.9,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
26/09/2023,15.11,463.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
17/10/2015,21.48,174.1,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
02/02/2010,9.26,443.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
12/05/2017,11.51,216.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/12/2013,2.4,252.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
20/01/2015,21.33,414.5,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
05/08/2017,15.54,53.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
31/03/2010,17.0,165.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
22/04/2021,14.24,430.6,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
05/01/2014,3.29,356.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
30/08/2021,19.34,300.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
04/09/2011,8.11,397.8,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
07/04/2021,3.52,15.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/09/2023,10.40,386.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
14/06/2015,17.13,158.8,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
20/05/2022,15.35,145.3,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/05/2017,5.38,365.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
30/08/2014,6.2,296.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
26/10/2019,5.2,0.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
28/06/2022,23.1,392.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/07/2015,6.11,4.1,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
04/03/2018,0.27,162.4,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/09/2020,8.58,123.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
08/09/2021,22.44,270.1,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
10/07/2023,4.37,351.5,Rampa,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
30/10/2019,6.52,157.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
24/08/2017,4.58,222.0,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Fosc
07/09/2022,3.9,43.9,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
22/05/2012,12.29,156.4,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
14/03/2015,23.56,397.8,Rampa,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
01/12/2018,12.17,288.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
02/10/2014,5.49,376.5,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
05/06/2022,15.2,386.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/05/2010,3.51,170.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/03/2019,11.43,28.7,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
01/05/2011,4.24,361.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
18/12/2019,22.28,168.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
07/12/2021,18.30,299.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
17/03/2023,15.47,178.8,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
01/07/2012,2.0,334.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
07/09/2020,0.24,240.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
16/09/2013,16.53,335.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
31/05/2017,21.58,224.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
30/07/2012,23.41,273.4,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
20/12/2015,2.42,3.6,Pla,Carretera,Doble sentit,Boira,Boira,Fosc
31/05/2017,19.31,237.9,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
02/07/2013,1.43,283.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
08/01/2018,4.37,205.2,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
01/07/2019,19.34,294.9,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
03/04/2016,12.58,11.7,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
24/11/2014,14.9,448.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/09/2016,23.29,278.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/11/2012,4.52,9.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
31/01/2023,16.14,124.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
29/04/2011,20.58,458.2,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
18/01/2022,5.44,65.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
31/10/2015,8.27,366.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
03/11/2011,12.21,390.4,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
11/07/2018,0.57,125.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
16/04/2017,8.17,8.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
08/11/2022,5.3,290.9,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
21/12/2017,3.20,170.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/09/2011,4.32,161.0,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
08/11/2011,7.12,84.0,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
11/04/2016,8.58,118.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
28/03/2014,4.14,386.5,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Fosc
08/12/2021,9.11,292.6,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
05/12/2021,2.51,173.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
04/02/2023,20.55,145.0,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
13/09/2022,16.36,292.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/09/2019,23.2,178.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
10/11/2014,19.37,34.4,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
13/11/2016,23.27,255.9,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
16/10/2010,3.40,461.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/12/2018,22.59,400.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
17/06/2018,8.8,244.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
27/03/2020,12.48,170.4,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
05/08/2018,7.13,121.5,Rampa,Autovia,Un sentit,Boira,Boira,Clar
30/06/2015,4.49,53.5,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
31/07/2012,1.16,15.5,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
06/06/2017,20.53,16.0,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
04/11/2020,21.3,410.6,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
09/01/2011,22.26,17.3,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
04/01/2020,7.31,294.0,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
26/09/2010,8.2,436.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
01/02/2015,21.55,10.9,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
04/09/2012,7.11,388.8,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
29/01/2011,19.59,212.8,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
30/03/2022,9.42,203.9,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
05/10/2021,4.12,7.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
12/06/2016,23.56,61.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
26/10/2021,21.56,149.4,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
18/07/2018,9.50,197.6,Rampa,Carretera,Doble sentit,Boira,Boira,Clar
26/03/2014,21.51,290.7,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
13/01/2012,16.26,6.2,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
27/01/2015,19.34,315.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
24/01/2012,1.3,73.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
27/01/2011,19.26,246.6,Pla,Carretera,Un sentit,Pluja,No es de el cas,Clar
10/06/2019,17.9,378.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/09/2014,11.7,170.2,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
29/10/2022,19.36,224.0,Pla,Carretera,Doble sentit,Pluja,No es de el cas,Clar
23/07/2014,12.22,282.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
07/01/2022,14.54,282.0,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
25/04/2019,13.3,228.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
10/10/2020,8.53,300.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
22/03/2020,22.30,88.1,Pla,Carretera,Un sentit,Ennudesit,No es de el cas,Fosc
28/06/2016,10.5,406.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
01/03/2017,2.25,300.8,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
04/12/2016,20.42,457.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
01/03/2017,16.5,346.0,Rampa,Autovia,Un sentit,Boira,Boira,Clar
14/01/2021,16.26,17.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
26/03/2013,7.25,454.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
22/07/2013,13.11,163.9,Pla,Carretera,Doble sentit,Boira,Boira,Clar
16/07/2023,0.12,36.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
05/05/2022,9.29,19.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/11/2023,4.32,162.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
04/02/2017,3.56,115.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/06/2016,3.1,162.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/11/2015,23.7,297.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/12/2012,21.0,137.2,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
28/09/2010,5.36,415.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
15/04/2020,5.14,93.5,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
23/06/2022,20.17,17.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/10/2011,14.10,302.8,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
22/01/2012,22.46,388.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
04/08/2014,3.37,175.3,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/03/2023,12.55,332.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
03/06/2018,18.18,31.4,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
06/12/2017,11.52,416.4,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
23/05/2022,20.8,262.2,Pla,Autovia,Un sentit,Boira,Boira,Clar
01/12/2015,4.39,15.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/07/2015,7.12,4.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
12/12/2016,6.43,170.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
03/08/2010,3.0,421.5,Pendent,Autovia,Doble sentit,Boira,Boira,Fosc
27/07/2021,10.30,305.7,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
19/10/2012,6.53,162.3,Rampa,Autovia,Doble sentit,Boira,Boira,Fosc
19/09/2018,19.54,175.8,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
26/12/2012,4.48,300.0,Rampa,Carretera,Doble sentit,Boira,Boira,Fosc
09/12/2013,9.22,13.3,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
26/08/2021,20.21,255.5,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/12/2016,8.53,45.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
14/06/2015,21.19,292.4,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
02/05/2015,15.31,272.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
30/01/2020,5.43,119.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
24/10/2022,0.32,331.1,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
10/09/2017,12.28,87.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
16/11/2022,4.22,324.1,Pendent,Autovia,Doble sentit,Boira,Boira,Fosc
02/06/2021,2.12,206.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/10/2023,3.35,227.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/08/2021,22.27,278.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
18/05/2014,15.33,184.6,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
15/11/2010,16.28,180.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
20/09/2017,19.43,389.3,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
28/10/2013,21.50,438.0,Pla,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
24/10/2013,6.46,117.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
22/12/2012,16.16,179.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
18/08/2014,3.58,331.5,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
15/07/2020,2.34,226.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
09/04/2021,19.16,12.2,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
02/09/2015,5.13,298.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
08/09/2010,0.28,165.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
10/11/2011,3.50,428.1,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
26/01/2016,8.54,193.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
20/01/2018,22.57,155.6,Rampa,Autovia,Un sentit,Boira,Boira,Fosc
29/03/2020,8.23,95.5,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
23/06/2010,20.17,24.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
29/03/2012,6.49,206.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
01/03/2015,13.32,125.5,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/05/2019,6.29,186.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
13/11/2017,6.15,398.6,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
09/09/2022,18.55,409.4,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
13/05/2022,16.33,189.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/06/2013,5.28,49.7,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
25/05/2014,2.36,292.8,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
28/06/2012,13.13,322.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
08/01/2018,23.40,2.5,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
30/12/2020,12.43,219.0,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
25/12/2013,12.6,63.8,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
16/03/2014,16.49,259.9,Pla,Carretera,Doble sentit,Boira,Boira,Clar
18/09/2018,3.40,430.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
03/01/2019,4.43,393.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
18/12/2018,8.9,164.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
10/01/2018,9.31,295.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/11/2021,18.26,335.2,Pla,Autovia,Un sentit,Boira,Boira,Clar
10/12/2010,6.31,425.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
10/12/2017,8.26,303.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
18/09/2019,5.3,306.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/07/2023,3.5,10.4,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
04/06/2010,12.50,314.3,Rampa,Autovia,Un sentit,Boira,Boira,Clar
28/10/2012,10.29,220.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
07/04/2015,22.52,176.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/08/2020,19.24,291.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
02/03/2010,13.33,330.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
27/04/2019,12.54,444.5,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
04/09/2013,17.39,167.7,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
18/06/2018,18.43,313.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
29/04/2016,0.22,306.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
